id	label	title
201701-albawaba006-1C-62896.xml	TRUE	Market Speaks: Local Gold Demand Enviornment Challening In 2017 Says WGC
201610-albawaba005-1C-86555.xml	TRUE	U.S. new home sales unexpectedly rise in September
20170428-1493378534-nDJP1016C1.xml	TRUE	DJ Comex Gold Delivery Intentions Breakdown - Apr 28
201607-busmonitornews001-1C-1251.xml	TRUE	Resource Sectors To Take A Back Seat
201704-albawaba005-1C-2614.xml	TRUE	Norway stocks higher at close of trade; Oslo OBX up 1.09%
20170421_20170430-newsbites020-1C-151088.xml	TRUE	April 21, 2017: Ag Partners Cooperative, Inc.: DTN Midday Grain Comments
20160613-1465789142-nL4N1950TS.xml	TRUE	PRECIOUS-Gold rises to nearly 4-wk high as Asian stocks slide, dollar weakens
201608-newstexblogs004-1C-160039.xml	TRUE	Another Jobs Report Bonanza: Big July Job Gains Lend Support To Stock Market
201612-hindustantimes005-1C-29853.xml	TRUE	Chennai Bullion Market Closing Rates
201606-albawaba005-1C-359516.xml	TRUE	Gold eases from 2-week highs, amid continued rate hike uncertainty
201704-austrassocpr002-1C-18101.xml	TRUE	FED:Key Indices and Australian Stocks
20160926-1474885317-nPtBFBUARa.xml	TRUE	PLATTS: 100--Net long gold COMEX positions fall 12% to 15-week low<PMA0100>
20161209-1481268776-nDJLI002D8.xml	TRUE	DJ Indexes Continue to Ascend -- WSJ
20160516-1463402767-nL2N18D0KU.xml	TRUE	CANADA STOCKS-TSX rises to a two-week high as commodities rally<.GSPTSE>
20160908-1473359427-nNRA2jfuke.xml	TRUE	Invest in gold bond schemes Its good for diversifying portfolio and saving for long-term goals
201607-pressnews002-1C-1453.xml	TRUE	Financial market highlights on Thursday: S&P/TSX 14,552.72, up 6.18 points
20160829-1472471304-nBERqQtzw.xml	TRUE	GOLD FUTURES CONTRACT ENDS HIGHER
201702-plusmedia005-1C-95748.xml	TRUE	Bullion prices in Hyderabad gold market
201701-reutersnews004-1C-42392.xml	TRUE	US STOCKS-U.S. stocks off to worst start in 2017 after Trump speech
20161114-1479098359-nL4N1DF279.xml	TRUE	NY COMEX gold and silver delivery notices  - Nov 14,2016
201702-albawaba006-1C-283564.xml	TRUE	Indonesia stocks lower at close of trade; IDX Composite Index down 0.27%
20170207-1486478559-nDJNG014ED.xml	TRUE	DJ Dow Industrials, Nasdaq Composite Hit New Intraday Highs<CNC.N>
20161108_20161115-newsbites018-1C-156815.xml	TRUE	November 11, 2016: Dukascopy (Suisse) SA: NZD/USD keeps climbing down
201701-reutersnews004-1C-40510.xml	TRUE	Australia shares end lower; NZ loses for second session
201607-contify002-1C-39041.xml	TRUE	Gold rises on strong global cues
201611-albawaba005-1C-152698.xml	TRUE	All eyes on U.S. election, dollar holds on to gains as world markets wait nervously
201605-newstex001-1C-43045.xml	TRUE	Stock Futures Slipping; Lowe's Climbs; Target, Wal-Mart Slide
20170123-1485129660-nL5N1F76KB.xml	TRUE	LME's pitch for share of gold market faces bumpy ride
201704-noticfinancieras001-1C-1682.xml	TRUE	Canadian Stocks Are Paring Early Losses - Canadian Commentary
201701-albawaba006-1C-50031.xml	TRUE	Finland stocks higher at close of trade; OMX Helsinki 25 up 0.12%
20161102-1478115024-nIFR5vJcz3.xml	TRUE	BUZZ-ASIA FX OPEN- Election angst trumps Fed, USD dips
201607-reutersnews004-1C-16871.xml	TRUE	PRECIOUS-Gold slips on nervousness over Fed policy outlook
201703-albawaba006-1C-203991.xml	TRUE	U.S. stock futures higher after Fed interest rate hike
20160930-1475258717-nNRA2ndxnd.xml	TRUE	-- COMMODITIES BRIEF: Gold Futures -US$6.90 or -0.52% at US$1,319.10 per ounce
201607-hindustantimes004-1C-13501.xml	TRUE	MCX Gold may trade 30900-31300 range Silver 46900-47700 range
201701-plusmedia005-1C-504237.xml	TRUE	World Stock Reports: London Stock Exchange Ltd TSX On Verge Of All-Time High, Gold Stocks Surge -- Canadian Commentary: 06-01-2017
201611-albawaba005-1C-110711.xml	TRUE	Russia stocks lower at close of trade; MICEX down 0.59%
20170113-1484307389-nDJMM00807.xml	TRUE	DJ Stocks Edge Up With Focus on Upcoming U.S. Bank Earnings -- 2nd Update<RENA.PA>
20170126-1485434925-nDJMZ0138A.xml	TRUE	DJ Comex Gold Delivery Intentions Breakdown - Jan 26
20170306-1488832942-nNRA3gef73.xml	TRUE	COMMODITY CLOSE: Gold Ends Lower on Interest-Rate Outlook, but Geopolitical Worries Buoy
201704-albawaba006-1C-263451.xml	TRUE	Brazil stocks higher at close of trade; Bovespa up 2.40%
201606-hindustantimes004-1C-124295.xml	TRUE	Fresh buying seen in Gold open interest up by 6.14%
20160503-1462286576-nDJEC01C6F.xml	TRUE	DJ Inflows Into Gold ETFs Are Still Going Strong -- Market Talk
20160624-1466795281-nL1N19G2AJ.xml	TRUE	UPDATE 1-Speculators lift bullish gold stance to record ahead of Brexit
20161021-1477076525-nPtVHYDEa.xml	TRUE	PLATTS: 150--Comex Stocks: Copper up   , Silver up   , Gold up<PMA0150>
20160819-1471620480-nDJHS011FE.xml	TRUE	DJ Many Fewer Shale-Oil Rigs Needed Today -- Market Talk
201611-reutersnews004-1C-4025.xml	TRUE	CANADA STOCKS-Futures slightly higher even as oil prices fall
201703-albawaba006-1C-174376.xml	TRUE	Gold / Silver / Copper futures - weekly outlook: March 20 - 24
201704-trendnews001-1C-983.xml	TRUE	Assets of Azerbaijan's state oil fund reach $33.2B
201701-austrbroadcast001-1C-2075.xml	TRUE	Wall Street healthcare sector sells off on Trump comments
201704-asianet002-1C-22438.xml	TRUE	Gold price sustains firm trend on speculations
20160622-1466591261-nL8N19E1TZ.xml	TRUE	UPDATE 1-Ghana producer inflation edges up to 11.3 pct in May<GHPPIY=ECI>
201607-reutersnews004-1C-42711.xml	TRUE	IFR Markets ForexWatch Asia Regional Daily Briefing
20160610-1465544959-nL8N1921G0.xml	TRUE	GLOBAL MARKETS-Bund Brexit rally puts zero yield firmly in sight
20170228-1488295878-nDJN101A94.xml	TRUE	DJ Metals: Gold Pulls Back Ahead of Trump's Speech
20161115-1479247916-nPtVKZHBa.xml	TRUE	PLATTS: 312--Third Party Daily Gold Assessments -- 15Nov16<PMA0312>
201606-southchinamorning001-1C-956.xml	TRUE	Gold to ease further if UK remains in EU
201704-canadastockwatch001-1C-2911.xml	TRUE	*TSE Globe says TSX feels effects of global nervousness
20170221-1487652923-nDJNT01276.xml	TRUE	DJ European Morning Briefing: Political Uncertainty Grips Markets
20160509-1462792256-nDJEI00FB6.xml	TRUE	DJ Comex Futures Volume - May 9
201606-albawaba005-1C-395840.xml	TRUE	$53m decrease in value of gold listed in foreign exchange reserves in May: CBE
201606-timesofindia002-1C-15536.xml	TRUE	Rexit may make market more volatile as Brexit vote looms
20161118-1479487532-nDJKR01126.xml	TRUE	DJ Stocks Retreat, Bond Yields Rise
201608-reutersnews004-1C-44561.xml	TRUE	US STOCKS-S&P 500 set to open at record high after jobs data
201607-noticfinancieras001-1C-3593.xml	TRUE	Asian Markets Fall On Renewed Brexit Woes
201607-albawaba005-1C-235992.xml	TRUE	US dollar drops against most major counterpart, as oil prices rebound - NBK
201609-pressnews002-1C-22115.xml	TRUE	Financial market highlights on Thursday: S&P/TSX 14,683.91, up 85.96 points
201606-xinhua001-1C-1729.xml	TRUE	1st LD Writethru: Gold up 4.69 percent after UK votes to quit EU
20160523-1463984530-nIfx5MSVs3.xml	TRUE	Russian stock market opens with 0.2%-0.4% drop for MICEX, RTS following oil
201611-contify002-1C-67440.xml	TRUE	Yellow metal shines on global cues
201610-newstexblogs004-1C-50070.xml	TRUE	First Eagle Global Value Team 'rd Quarter Commentary
20170310-1489153503-nIGB3B2B54.xml	TRUE	"INTERVIEW: Copper volumes bolstered as hedgers turn to ""simple' CME "" Chang (Base metals)"
20160523-1464028550-nL3N18K2VG.xml	TRUE	PRECIOUS-Gold touches 3-1/2-week low on Fed rate expectations
201701-albawaba006-1C-50029.xml	TRUE	Portugal stocks higher at close of trade; PSI 20 up 0.58%
20160606-1465249873-nDJFF01EB1.xml	TRUE	DJ Evolution Mining Shares Set to Rise: Morgan Stanley -- Market Talk
201605-noticfinancieras001-1C-823.xml	TRUE	Gold Tumbles, Losing Streak At Five Days
20170112-1484264878-nL4N1F2625.xml	TRUE	BUZZ-Australia's Newcrest Mining hits 7-week high after gold surges
201612-albawaba006-1C-355436.xml	TRUE	India stocks higher at close of trade; Nifty 50 up 1.79%
20170126-1485436579-nDJMZ01508.xml	TRUE	DJ Caterpillar Trims Outlook, Blames Strong Dollar -- Market Talk
201610-albawaba005-1C-423132.xml	TRUE	Greece shares higher at close of trade; Athens General-Composite up 1.70%
20161219-1482181881-nL1N1EE1JQ.xml	TRUE	CANADA STOCKS-TSX edges higher as gold miners, telecoms climb
20160520-1463744690-nBER1Clkw2.xml	TRUE	GOLD FUTURES END LOWER, RATTLED BY PROSPECTS OF INTEREST HIKE BY FED
201703-austrassocpr002-1C-778.xml	TRUE	US:Gold slips on firmer $US
201703-m2communic002-1C-26872.xml	TRUE	Agloan-Headline K.C. Wheat Turns Lower, Rain on the Way
20161007-1475830438-nL3N1CD1LX.xml	TRUE	PRECIOUS-Gold steady ahead of jobs data after 5 pct weekly drop
20160810-1470809756-nDJHJ00947.xml	TRUE	DJ Centamin Net Profit Surges; Eyes Higher Output, Lower Costs<CEE.TO><CELTF.PK>
20170316-1489637981-nGUR9Q2Brt.xml	TRUE	Gold Silver Index ST: the downside prevails as long as 88.3 is resistance
20170123-1485205326-nPtVTAWOa.xml	TRUE	PLATTS: 312--Third Party Daily Gold Assessments -- 23Jan17<PMA0312>
20160506-1462560303-nGURKBq9H.xml	TRUE	Gold spot Intraday: bullish bias above 1274.00.<XAU=>
201605-plusmedia004-1C-16005.xml	TRUE	Markets continue to trade marginally in red in early noon session
201610-newsbites017-1C-202919.xml	TRUE	October 13, 2016: Cooperative Elevator Co: DTN Early Word Grains 10/13 05: 56
201605-newstexblogs003-1C-49505.xml	TRUE	Japanese Shares Lead Asia Higher
201702-albawaba006-1C-156576.xml	TRUE	Brazil stocks higher at close of trade; Bovespa up 1.89%
201611-austrassocpr002-1C-11694.xml	TRUE	Handy and Harman Gold and Silver Prices
201611-albawaba005-1C-154909.xml	TRUE	Netherlands stocks higher at close of trade; AEX up 0.44%
20170310-1489131680-nL3N1GN1LH.xml	TRUE	PRECIOUS-Gold falls below key $1,200 level ahead of U.S. jobs data
20170413-1492088686-nDJPM01079.xml	TRUE	DJ Stocks Stabilize as Bonds Extend Rally
20160609-1465481728-nDJFI01348.xml	TRUE	DJ The Big Bet of 2016: Joining Soros in Gold
20170221-1487678858-nDJNU00B87.xml	TRUE	DJ Global Stocks and Bond Yields Rise -- 5th Update
20161106-1478475460-nDJKF0027F.xml	TRUE	DJ USD/JPY Uptick Shows Market Is Pricing In Clinton Victory -- Market Talk
201607-newstex001-1C-68419.xml	TRUE	Gold Just Getting Warmed Up As Rates Go Lower And Lower?
20170406-1491468698-nDJPF00721.xml	TRUE	DJ N American Morning Briefing: Global Stocks Parse Fed Minutes
20160704-1467637066-nL4N19Q2BY.xml	TRUE	PRECIOUS-Gold pushes back towards 2-year high, silver crosses $21/oz
20160624-1466743368-nL8N19F5F7.xml	TRUE	WRAPUP 9-Britain votes to leave EU, unleashing global turmoil
20160707-1467914959-nNRA28278y.xml	TRUE	-- COMMODITIES BRIEF: Gold Futures -US$5.30 or -0.39% at US$1,361.80 Per Ounce
20160526-1464289877-nPtAUDJONa.xml	TRUE	PLATTS: 44--US precious metals: Complex sees early rally but gold, platinum cede gains<PMA0044>
20170331-1490919322-nL3N1H80HD.xml	TRUE	PRECIOUS-Gold firm despite dollar strength; political uncertainty supports
20170221-1487665891-nENN3HITGY.xml	TRUE	TABLE-Holdings data for SPDR Gold, iShares Silver not reported
20160725-1469449509-nNRA2b0p1i.xml	TRUE	TSX May Open Higher on G20 Growth Promise
20161111-1478904173-nPtVKPPAa.xml	TRUE	PLATTS: 312--Third Party Daily Gold Assessments -- 11Nov16<PMA0312>
20160706-1467813217-nDJGF010CC.xml	TRUE	DJ Handy And Harman Gold Prices - Jul 6
201611-euromoney001-1C-2931.xml	TRUE	Markets roiled by Trump Presidency win
201611-hindustantimes005-1C-122016.xml	TRUE	MCX Gold market under long liquidation Resistance seen at 30901
201607-noticfinancieras001-1C-3275.xml	TRUE	Canadian Stocks Are Down As Gold Loses Appeal -- Canadian Commentary
201704-albawaba006-1C-65156.xml	TRUE	Asian stocks drop, Korea won hit after Trump threat to trade pact
201704-newstexblogs004-1C-24124.xml	TRUE	Stocks Dazed After Trump NAFTA Flop, Tax Plan Disappointment; ECB Looms
20160617-1466179397-nNRA24yg64.xml	TRUE	Midday Update: Stocks Retreat as Investors Lose Appetite For Risk on Bullard, Apple
201607-mist001-1C-1480.xml	TRUE	S&P 500 Futures Rise as Turkish Lira Rebounds After Failed Coup
201703-reutersnews004-1C-57891.xml	TRUE	CANADA STOCKS-Futures indicate lower open as oil prices weigh
20161101-1478026046-nNRA2t4y5q.xml	TRUE	Stocks fade as nervous investors watch 2016 election
20170417-1492435258-nPtWCABBa.xml	TRUE	PLATTS: 312--Third Party Daily Gold Assessments -- 06Apr17<PMA0312>
201611-hindustantimes005-1C-15132.xml	TRUE	MCX Gold market under long liquidation Support seen at 28417
20160902-1472846466-nNRA2idy70.xml	TRUE	Stocks rise as tepid jobs report stokes hopes for low rates
201701-albawaba006-1C-166326.xml	TRUE	Gold starts the week higher ahead of May speech, Trump inauguration
20160912-1473658347-nDJIL0019B.xml	TRUE	DJ Calm Market Turns Choppy -- WSJ
201611-austrassocpr002-1C-1751.xml	TRUE	US:Gold futures fall nearly one per cent
20160802-1470115948-nMnw167151.xml	TRUE	AP: US STOCKS START LOWER AS CONSUMER COMPANIES SLIDE
20161220-1482208732-nGUR37CScp.xml	TRUE	Gold spot Intraday: key resistance at 1142.50.
201612-albawaba006-1C-156432.xml	TRUE	Japan stocks lower at close of trade; Nikkei 225 down 0.09%
20161206-1481054913-nNRA2zv9nf.xml	TRUE	-- COMMODITIES BRIEF: Gold Futures -US$6.30 or -0.54% at US$1,170.20 Per Ounce
201610-penton001-1C-2065.xml	TRUE	Tiny Startups Revamp Gold Market After Besting Big Exchanges
201612-albawaba006-1C-156349.xml	TRUE	Live Stock Market Updates - Nifty slips below 8,050 mark; banking stocks drag
201703-asianet002-1C-10349.xml	TRUE	Gold price opens lower in Hong Kong
201702-hindustantimes005-1C-154441.xml	TRUE	Gold demand fell by 21% in 2016 due to factors like demonetisation
20170124-1485290785-nGUR29dkBw.xml	TRUE	Gold spot Intraday: the downside prevails.
201704-noticfinancieras001-1C-2022.xml	TRUE	Trump Comments On Dollar May Weigh On Wall Street
201606-albawaba005-1C-210587.xml	TRUE	Nigeria stocks higher at close of trade; NSE 30 up 2.24%
201608-reutersnews004-1C-55631.xml	TRUE	TECHNICALS-Spot gold may retrace moderately before retesting $1,368
20161020-1476986493-nL8N1CQ5E6.xml	TRUE	PRECIOUS-Gold eases after 3-day rise following ECB comments
201610-albawaba005-1C-207959.xml	TRUE	Turkey stocks higher at close of trade; BIST 100 up 1.11%
20160705-1467754670-nPtAUWUELa.xml	TRUE	PLATTS: 100--Peruvian May copper, gold, silver output rises<PMA0100>
20170116-1484583207-nL5N1F63UR.xml	TRUE	UPDATE 1-South Africa's bourse climbs to 4-month high, rand retreats
201608-reutersgulffinnews001-1C-1032.xml	TRUE	CORRECTED-PRECIOUS-Gold pares losses, swings higher as dollar retreats
201611-reutersnews004-1C-60222.xml	TRUE	COMEX metal delivery notices - Nov 02,2016
201611-albawaba005-1C-218142.xml	TRUE	U.S. stocks mixed, S&P on track for longest losing streak in 8 years
201703-albawaba005-1C-5541.xml	TRUE	Spain stocks lower at close of trade; IBEX 35 down 0.10%
201609-albawaba005-1C-20447.xml	TRUE	Gold prices down in Asia as BoJ July minutes noted, U.S. debate ahead
201606-reutersnews004-1C-2823.xml	TRUE	MIDEAST STOCKS - Factors to watch - June 30
201701-albawaba005-1C-903.xml	TRUE	Peru stocks lower at close of trade; S&P Lima General down 0.20%
20170421-1492791441-nNRA3pad78.xml	TRUE	Mid-Day ETF Update: ETFs, Stocks Weaker as Crude Oil, Worries Over French Elections Weigh
20160902-1472817480-nCJX6S9058.xml	TRUE	ABX FP says Kinross, rivals hear S&P bullish on gold
201608-newstexblogs004-1C-28161.xml	TRUE	Gold surges despite Yellen's rate rise hints
20161215-1481811197-nDJLO010E3.xml	TRUE	DJ Rates Hikes Akin to This One Tend to Be Ominous for Stocks
20170407-1491589816-nDJPG0178D.xml	TRUE	DJ CFTC Commitments: Comex Gold Futures - Apr 7
20170217-1487343881-nSpmDWxlwa.xml	TRUE	FALLING BANK STOCKS NUDGE S&P 500 A BIT FURTHER FROM RECORD
20160920-1474363165-nDJIT0080F.xml	TRUE	DJ Gold Set for Third Day of Gains Ahead of Fed, Bank of Japan Meetings
201701-contentengine001-1C-2886.xml	TRUE	Asian Shares Rise Before Trump's Press Conference
20170115-1484510287-nNRA36t1eh.xml	TRUE	February gold 2% cheaper on duty cut hopes
20160602-1464895957-nPtWUMMMa.xml	TRUE	PLATTS: 100--Peru's copper, gold, silver output rises in April<PMA0100>
201606-mgn004-1C-10286.xml	TRUE	City's bullion dealers look forward to a GOLD RUSH
20170405-1491398426-nDJPE00F7A.xml	TRUE	DJ Stocks Surge on Higher Oil Prices, Strong Jobs Numbers
20170421_20170430-newsbites020-1C-137935.xml	TRUE	April 21, 2017: InsideFutures.com: Silver Down 60 Cents For Trading Week
20160518-1463561862-nDJER0076C.xml	TRUE	DJ Gold Falls on Dollar Strength
201701-reutersnews004-1C-15668.xml	TRUE	GLOBAL MARKETS-Dollar steadies after stumble, Brexit ruling saps sterling
201701-assocnewspapers002-1C-15945.xml	TRUE	FTSE CLOSE: Footsie pulled down by banking stocks as investors buy safe haven assets after Trump's speech
201607-albawaba005-1C-168796.xml	TRUE	JSE closes lower on possible US rate hike later in year
201609-albawaba005-1C-180875.xml	TRUE	Gold drifts lower in Asia in cautious trade ahead of central bank meets
20170126-1485465888-nDJMZ027AC.xml	TRUE	DJ Materials Flat as Dollar Rises -- Materials Roundup
20161214-1481749310-nPtVOLYVa.xml	TRUE	PLATTS: 150--Comex Stocks: Copper up   , Silver up   , Gold up<PMA0150>
20160926-1474849484-nDJIY00203.xml	TRUE	DJ GBP/USD Nears Post-Brexit Low -- Asia Daily Forex Outlook
20170329-1490795965-nDJO2013B5.xml	TRUE	DJ NY Engelhard Gold Prices - Mar 29
20170308-1488977774-nDJOH00AE7.xml	TRUE	DJ Comex Gold Delivery Intentions Breakdown - Mar 8
201704-bdfm001-1C-224.xml	TRUE	Rand rides emerging market wave
20170127-1485491712-nDJMZ03101.xml	TRUE	DJ UK Morning Briefing: FTSE Seen Flat After Further U.S. Gains
201609-contify002-1C-20897.xml	TRUE	Forex reserves hit new high
20170302-1488490548-nDJOB02145.xml	TRUE	DJ Toronto Stocks Fall as Precious Metal Decline Hurts Miners
20160715-1468609585-nNRA29cczo.xml	TRUE	Update: TSX Sheds 32 Points to Snap Five-Session Winning Streak as Commodities Weaken
20160905-1473035486-nDJID001B8.xml	TRUE	DJ U.S. Dollar and Stocks Rise After Jobs Report -- Asia Daily Forex Outlook
20170210-1486738820-nPtAUUQEPa.xml	TRUE	PLATTS: 700--Heard in the markets 305: Au, 995 India: Delhi around $1.25-$1.5/oz premium to dollar spot - refiner<PMA0700>
20161214-1481727177-nNRA31e1f1.xml	TRUE	Mainland China's net gold imports from Hong Kong up to 61 tons in October
20160922-1474536055-nDJIV007A0.xml	TRUE	DJ European Midday Briefing: European Stocks Rise After Fed Holds Rates
201611-timesofindia002-1C-33852.xml	TRUE	Sectors that may gain from war on black money
20161102-1478069789-nDJKB003EC.xml	TRUE	DJ Metal Prices Fall, Gold Rises As U.S. Election Outlook Tightens
20170426-1493205424-nDJPZ0148F.xml	TRUE	DJ Comex Gold Delivery Intentions Breakdown - Apr 26
20161110-1478813636-nNRA2uvdsz.xml	TRUE	Day after Rs 1,000 purge, realty comes to naught
201609-thainewsservice001-1C-9535.xml	TRUE	Iran: Iran Mercantile Exchange Weekly Trade Reaches $341mln
20161122-1479846349-nAAp99095a.xml	TRUE	Gold slips, other precious metals lift
20160508-1462696200-nDJEH00033.xml	TRUE	DJ Falling Dollar a Risky Premise for Rally in Other Assets
20170216-1487253817-nDJNP01314.xml	TRUE	DJ Morning Movers: Valeant Jumps, Kate Spade Soars, MGM Drops -- Barron's Blog
20160715_20160722-newsbites016-1C-330379.xml	TRUE	Comparative India Commodity Market July 15, 2016
201701-albawaba006-1C-98712.xml	TRUE	Wall Street in warm welcome of Donald Trump to White House
201607-reutersnews004-1C-18015.xml	TRUE	Asia Gold-Demand tepid but price dip likely to ignite interest
20170127-1485540772-nNen35CKLq.xml	TRUE	NIKKEI Stocks Steady as Investors Parse Trump Trade Policy, Earnings
201701-albawaba006-1C-127396.xml	TRUE	Gold gains in Asia as Yellen comments on rate outlook shrugged off
20161215-1481783143-nL5N1EA0O8.xml	TRUE	South African Markets - Factors to watch on December 15
201606-contify002-1C-19740.xml	TRUE	Silver is significantly underpriced; any correction is an opportunity to buy
201611-asianet002-1C-31387.xml	TRUE	INDIA NEWS - 80 PERCENT FINANCIAL TRANSACTIONS IN CASH
20161108-1478624345-nDJKH01A10.xml	TRUE	DJ London Stocks Close Higher, Await U.S. Election Result
20160712-1468284885-nDJGK01FBB.xml	TRUE	DJ Hang Seng Opens in the Positive as Traders Pile Into Risk -- Market Talk
20161107-1478553941-nDJKG025E1.xml	TRUE	DJ Materials Up But Gold and Dollar Weigh - Materials Roundup
201607-timesofindia002-1C-5670.xml	TRUE	Indian Gold Standard Bars in the Works
201611-austrassocpr002-1C-9810.xml	TRUE	FED:Key Indices and Australian Stocks
20160504-1462349063-nPtBHFSDSa.xml	TRUE	PLATTS: 700--Heard in the markets 135: Platts IO: withdrawn: 61%-Fe Australian Pilbara Blend fines-- A cargo heard bid at $58/dmt CFR<PMA0700>
201703-mist001-1C-1377.xml	TRUE	Emerging-Market Shares Extend Gains, Dollar Mixed: Markets Wrap
20160628-1467124777-nNRA26ni2m.xml	TRUE	-- COMMODITIES BRIEF: Gold Futures -0.65% at US$1,316.10 Per Ounce
201610-albawaba005-1C-161048.xml	TRUE	Peru stocks higher at close of trade; S&P Lima General up 0.11%
201607-albawaba005-1C-492830.xml	TRUE	Spain stocks higher at close of trade; IBEX 35 up 1.29%
201701-albawaba006-1C-72367.xml	TRUE	Gold prices rises to Rs 28,825 per ten grams
20170217-1487328067-nNen3MxXzh.xml	TRUE	NIKKEI Global Stocks Pull Back -- Update
201611-albawaba005-1C-76331.xml	TRUE	Netherlands stocks higher at close of trade; AEX up 0.30%
20160819-1471626808-nDJHS013D7.xml	TRUE	DJ Gold Drops on a Stronger Dollar and Fed Remarks
20170331-1490999721-nPtWBHNLa.xml	TRUE	PLATTS: 150--Comex Stocks: Copper up   , Silver up   , Gold up<PMA0150>
20170118-1484718787-nMnw003014.xml	TRUE	AP: US STOCK INDEXES MIXED; BOND YIELDS AND DOLLAR CLIMB AGAIN
20170331-1490960673-nL5N1H841X.xml	TRUE	GLOBAL MARKETS-Shares lock in bumper Q1, dollar eyes best week of year
20161111-1478868599-nL4N1DC43Q.xml	TRUE	CANADA STOCKS-Futures down as oil falls amid glut concerns
20170411-1491924526-nDJPK013D4.xml	TRUE	DJ London Shares Close Higher -- Market Talk
201703-asianet002-1C-25148.xml	TRUE	Gold tumbles Rs350 on weak global cues, fall in demand
20160817-1471460822-nDJHQ017B1.xml	TRUE	DJ Stocks Edge Higher, Dollar Weakens After Fed Minutes
201703-contentengine001-1C-2706.xml	TRUE	Stocks May Open Higher Ahead Of Fed Announcement - U.S. Commentary
201609-noticfinancieras001-1C-1025.xml	TRUE	Asian Markets Mostly Lower Ahead Of BOJ, Fed Decisions
201605-bridgetower001-1C-1474.xml	TRUE	Stocks fall over continued worry about possible Fed hike
20170123-1485175979-nL5N1FD323.xml	TRUE	GLOBAL-MARKETS-European stocks fall, investors seek safety after Trump address
201701-albawaba006-1C-276110.xml	TRUE	Dollar posts gains on Friday, but gold declines
201605-dailytelegraph001-1C-11031.xml	TRUE	FTSE 100 closes higher and oil nears $50 a-barrel as Goldman forecasts deficit
20160629-1467214174-nRTVcD9W.xml	TRUE	Reuters Insider - Market Volatility and Risks Have Investors Interested in Gold
201609-albawaba005-1C-414380.xml	TRUE	Turkey stocks lower at close of trade; BIST 100 down 1.01%
201606-reutersnews004-1C-49144.xml	TRUE	NY COMEX gold and silver delivery notices - June 06, 2016
201606-newstexblogs004-1C-126764.xml	TRUE	Central Banks & Governments and their gold coin holdings
20161209-1481315661-nDJLI015B2.xml	TRUE	DJ CFTC Commitments: Comex Gold Futures/Options - Dec 9
20160705-1467708429-nDJGE00679.xml	TRUE	DJ N American Morning Briefing: Analyst Ratings Changes
20170207-1486456160-nB9N1FA022.xml	TRUE	China gold reserves unchanged at 59.24 mln fine troy oz at end-Jan
